ORF,Ribo_Prints,RNA_Prints,length
NM_002430,81,8,7556
NM_002431,130,48,1383
NM_002434,204,112,1289
NM_002435,499,309,3062
NM_002436,196,73,2048
NM_002437,184,104,1007
NM_002439,92,50,4447
NM_002440,1,2,3277
NM_002441,13,6,2938
NM_002442,248,62,2975
NM_002444,475,224,3970
NM_002446,109,32,3436
NM_002448,216,93,1937
NM_002449,130,25,2208
NM_002451,297,79,4921
NM_002452,25,11,662
NM_002453,52,71,2528
NM_002454,88,49,3298
NM_002455,406,148,1648
NM_002457,4,1,8622
NM_002458,4,0,17916
NM_002460,4,0,5327
NM_002461,214,71,1857
NM_002466,685,191,2777
NM_002467,910,215,2366
NM_002468,20,5,2849
NM_002470,6,1,6038
NM_002471,1,0,5941
NM_002472,1,0,6038
NM_002473,1314,138,7554
NM_002474,8,1,6882
NM_002475,275,170,1000
NM_002477,11,6,661
NM_002478,5,1,1806
NM_002480,122,48,5726
NM_002481,54,39,11108
NM_002482,1261,175,3291
NM_002484,86,26,1287
NM_002485,50,26,4621
NM_002486,328,96,5380
NM_002488,482,162,726
NM_002489,1058,299,2058
NM_002490,440,85,1184
NM_002491,134,48,755
NM_002492,164,41,1059
NM_002493,397,113,861
NM_002494,97,17,860
NM_002495,133,40,676
NM_002496,1075,326,804
NM_002497,137,49,2143
NM_002498,43,7,2396
NM_002499,209,49,7088
NM_002501,126,0,5576
NM_002502,145,43,3126
NM_002503,108,52,1236
NM_002504,125,71,4695
NM_002505,157,30,6219
NM_002506,1,0,1049
NM_002507,21,1,3420
NM_002508,818,233,5881
NM_002509,52,5,2080
NM_002510,5,2,2730
NM_002512,552,376,829
NM_002513,287,158,1014
NM_002514,1,0,2601
NM_002515,23,12,3918
NM_002516,25,0,1877
NM_002517,113,45,2043
NM_002518,25,8,4004
NM_002519,116,55,5936
NM_002520,2791,1134,1449
NM_002522,138,61,5437
NM_002523,88,53,2713
NM_002524,138,222,4454
NM_002525,425,157,4024
NM_002526,4,0,4068
NM_002528,303,83,1067
NM_002531,3,0,4132
NM_002532,300,144,2495
NM_002533,194,71,2925
NM_002535,1,0,3647
NM_002536,82,32,3812
NM_002537,72,58,1934
NM_002538,145,49,6438
NM_002539,555,553,2300
NM_002540,39,6,4187
NM_002541,301,114,4302
NM_002542,9,10,1636
NM_002546,1,0,2346
NM_002547,55,43,7531
NM_002552,75,12,6594
NM_002553,107,19,1958
NM_002555,82,11,1539
NM_002556,164,38,5083
NM_002557,3,2,2242
NM_002559,1,0,1457
NM_002560,6,14,2028
NM_002562,1,5,3680
NM_002563,54,34,3108
NM_002564,8,10,8602
NM_002566,34,8,1976
NM_002567,1429,410,1675
NM_002568,1575,452,2860
NM_002569,211,74,4244
NM_002570,33,75,4552
NM_002572,103,168,4178
NM_002573,327,115,1076
NM_002574,3189,731,1235
NM_002576,167,62,3430
NM_002577,176,95,6139
NM_002578,4,1,2754
NM_002579,130,31,2874
NM_002581,6,0,10970
NM_002582,153,38,3083
NM_002583,261,23,1951
NM_002584,3,0,2260
NM_002585,172,123,6903
NM_002586,319,162,3213
NM_002587,13,11,3827
NM_002588,34,8,4724
NM_002589,158,47,4646
NM_002590,3,2,4003
NM_002591,9,3,2685
NM_002592,1458,423,1355
NM_002593,43,6,1620
NM_002595,108,32,4185
NM_002596,83,6,3184
NM_002598,117,117,3133
NM_002599,2,4,4316
NM_002600,1,1,4258
NM_002601,86,31,1193
NM_002603,31,37,6480
NM_002605,61,61,3917
NM_002606,3,6,2060
NM_002607,48,16,2807
NM_002608,3,2,3377
NM_002609,5,1,5714
NM_002610,79,43,4658
NM_002611,267,108,2657
NM_002612,18,0,3700
NM_002613,194,87,7243
NM_002614,4,0,2300
NM_002615,427,148,1533
NM_002616,338,56,4709
NM_002617,70,101,2014
NM_002618,119,54,4515
NM_002622,62,106,1324
NM_002623,75,21,1346
NM_002624,350,237,687
NM_002626,714,220,2934
NM_002627,445,128,2657
NM_002628,265,208,1784
NM_002629,2859,1113,1720
NM_002631,237,47,2340
NM_002632,38,9,1911
NM_002633,499,70,2472
NM_002634,1514,624,1861
NM_002635,1652,638,1678
NM_002636,20,6,2189
NM_002637,112,67,6161
NM_002638,1,0,554
NM_002640,2,0,3373
NM_002641,35,30,3626
NM_002642,82,49,1500
NM_002643,108,30,1028
NM_002644,13,3,4275
NM_002645,131,83,8288
NM_002646,109,65,7606
NM_002647,30,11,3103
NM_002648,89,41,2709
NM_002649,2,0,7210
NM_002651,396,340,4123
NM_002653,258,106,2383
NM_002654,2505,555,2501
NM_002655,9,9,7338
NM_002656,9,4,2944
NM_002657,126,49,5656
NM_002658,3,10,2377
NM_002659,20,9,1553
NM_002660,324,115,5205
NM_002661,20183,79110,8707
NM_002662,22,22,6025
NM_002663,106,60,3496
NM_002664,1,0,2852
NM_002665,3,2,3014
NM_002666,2,4,2964
NM_002668,19,9,1048
NM_002669,231,106,3358
NM_002670,113,31,3721
NM_002673,34,13,7310
NM_002675,28,5,2238
NM_002676,88,53,1283
NM_002685,425,110,2767
NM_002686,2,4,958
NM_002687,286,29,3606
NM_002688,69,37,2073
NM_002689,472,226,3654
NM_002690,65,44,1334
NM_002691,532,212,3464
NM_002692,86,30,1861
NM_002693,390,116,4448
NM_002695,867,393,2866
NM_002696,660,202,837
NM_002697,187,112,13905
NM_002699,35,2,2928
NM_002702,14,11,4699
NM_002703,190,88,3702
NM_002705,2,1,6238
NM_002706,78,32,2681
NM_002708,948,339,1470
NM_002709,389,216,4986
NM_002710,511,406,2511
NM_002712,98,58,2748
NM_002713,190,141,2558
NM_002714,253,71,4588
NM_002715,644,166,2643
NM_002716,179,108,5605
NM_002717,252,42,3939
NM_002718,18,11,6814
NM_002719,221,143,4434
NM_002720,224,102,1421
NM_002721,178,104,4239
NM_002722,1,0,457
NM_002725,6,5,5819
NM_002726,248,17,2943
NM_002729,52,12,1759
NM_002730,298,44,2673
NM_002731,53,6,4600
NM_002732,7,3,1591
NM_002733,178,103,1729
NM_002734,125,150,4302
NM_002735,12,4,2512
NM_002736,117,53,3661
NM_002737,84,83,8770
NM_002738,7,4,8014
NM_002739,1,1,3128
NM_002740,156,92,4884
NM_002741,564,389,3080
NM_002742,51,18,3677
NM_002743,2471,253,2064
NM_002744,111,49,2326
NM_002745,339,140,5915
NM_002746,543,219,1876
NM_002747,4,5,4736
NM_002748,52,49,4225
NM_002749,99,24,2939
NM_002750,50,64,5668
NM_002751,17,12,2431
NM_002752,109,95,4335
NM_002753,4,4,3727
NM_002754,30,16,6348
NM_002755,293,69,2586
NM_002756,180,16,2060
NM_002757,118,22,2337
NM_002758,84,27,1869
NM_002759,38,48,4345
NM_002762,1,0,683
NM_002763,20,4,8172
NM_002764,703,256,2156
NM_002765,375,116,2531
NM_002766,273,68,2359
NM_002767,208,65,2020
NM_002768,327,173,2423
NM_002773,2,0,1940
NM_002775,75,32,2120
NM_002776,1,1,3106
NM_002778,1807,820,2822
NM_002779,3,0,4185
NM_002780,1,0,2168
NM_002786,874,192,1254
NM_002787,606,199,1464
NM_002788,442,99,998
NM_002789,941,264,1221
NM_002790,626,209,3826
NM_002791,367,127,1074
NM_002792,882,379,1032
NM_002793,1366,394,917
NM_002794,1515,358,4743
NM_002795,1431,375,796
NM_002796,1446,552,925
NM_002797,617,319,1294
NM_002798,972,328,852
NM_002799,602,270,1015
NM_002801,69,39,1006
NM_002802,487,181,1586
NM_002803,326,161,2831
NM_002804,617,256,1580
NM_002805,601,252,1360
NM_002806,188,92,1593
NM_002807,525,178,3325
NM_002808,768,316,3060
NM_002809,848,266,2187
NM_002810,824,314,1331
NM_002811,392,115,1670
NM_002812,808,428,1539
NM_002813,134,114,2352
NM_002814,385,94,1574
NM_002815,500,256,3897
NM_002816,317,52,1797
NM_002817,486,192,1757
NM_002818,256,69,829
NM_002819,3425,592,3281
NM_002820,6,0,1873
NM_002821,122,33,4273
NM_002822,118,66,3045
NM_002823,2552,1426,1204
NM_002824,513,125,1150
NM_002826,257,69,3316
NM_002827,315,114,3563
NM_002828,45,15,3418
NM_002829,40,5,6716
NM_002830,68,27,11380
NM_002831,7,12,2246
NM_002833,200,70,3945
NM_002834,307,257,6283
NM_002835,33,21,3225
NM_002836,140,179,3620
NM_002837,4,1,10661
NM_002840,801,382,7733
NM_002841,171,58,6648
NM_002842,2,2,3928
NM_002843,53,21,7849
NM_002844,46,1,6087
NM_002845,11,4,5561
NM_002846,2,0,3784
NM_002847,2,0,4843
NM_002848,2,3,6295
NM_002850,945,298,7347
NM_002851,1,0,8159
NM_002852,15,0,1938
NM_002853,125,98,4682
NM_002854,3,0,572
NM_002855,102,11,5480
NM_002856,302,71,2151
NM_002857,286,256,3669
NM_002858,253,68,3616
NM_002859,201,14,3691
NM_002860,714,298,3463
NM_002861,51,17,3224
NM_002862,209,81,4131
NM_002863,815,212,2846
NM_002864,2,0,4610
NM_002865,245,108,3812
NM_002866,46,16,1501
NM_002867,75,133,12844
NM_002868,130,167,5340
NM_002869,239,87,3408
NM_002870,219,67,1235
NM_002871,58,58,3227
NM_002872,2,0,1511
NM_002873,6,3,3164
NM_002874,691,391,4162
NM_002875,81,29,2299
NM_002876,121,35,666
NM_002877,9,6,1871
NM_002878,40,25,2404
NM_002880,249,274,3275
NM_002881,57,45,2261
NM_002882,1560,601,1137
NM_002883,1005,430,3894
NM_002884,92,78,5028
NM_002885,22,24,3334
NM_002886,151,132,8413
NM_002887,448,122,2138
NM_002888,1,0,883
NM_002890,80,26,4386
NM_002891,3,0,6394
NM_002892,16,9,5772
NM_002893,1347,338,2019
NM_002894,70,98,3271
NM_002895,171,60,5686
NM_002896,403,195,1698
NM_002897,133,47,4277
NM_002898,97,78,8486
NM_002899,34,1,898
NM_002901,574,251,2516
NM_002902,403,242,2213
NM_002904,231,116,1561
NM_002905,2,9,1337
NM_002906,255,70,4490
NM_002907,99,41,3779
NM_002908,67,21,7827
NM_002910,52,14,1471
NM_002911,729,58,5345
NM_002912,63,70,10836
NM_002913,151,106,4896
NM_002914,294,95,1642
NM_002915,352,128,2393
NM_002916,193,33,1391
NM_002917,189,35,1828
NM_002918,194,6,4377
NM_002919,11,7,2971
NM_002922,1,0,1403
NM_002923,13,6,1350
NM_002924,6,12,2495
NM_002925,45,51,853
NM_002926,55,50,6240
NM_002928,73,46,2432
NM_002929,1,1,2098
NM_002931,157,94,1738
NM_002936,84,42,1865
NM_002937,52,12,1794
NM_002938,132,114,2961
NM_002939,123,27,2038
NM_002940,489,150,4194
NM_002941,257,103,6839
NM_002942,10,15,8688
NM_002943,12,8,10974
NM_002944,1,0,7368
NM_002945,811,271,4345
NM_002946,637,204,1805
NM_002947,333,103,1594
NM_002948,2712,2155,2350
NM_002949,912,482,1015
NM_002950,1224,836,2341
NM_002951,1693,617,2507
NM_002952,11479,16668,942
NM_002953,161,68,3199
NM_002954,1468,1339,1068
NM_002956,42,30,5880
NM_002957,180,55,5530
NM_002958,34,61,2931
NM_002959,190,172,7022
NM_002966,291,81,1055
NM_002967,459,95,3106
NM_002968,122,20,5143
NM_002969,58,47,1853
NM_002970,11,33,1077
NM_002971,49,39,5556
NM_002972,675,368,8053
NM_002973,132,4,4702
NM_002975,183,30,1407
NM_002977,20,6,9760
NM_002979,96,39,2725
NM_002985,5,14,1229
NM_002986,1,0,925
NM_002990,13,7,2918
NM_002991,4,0,360
NM_002997,120,40,3201
NM_002998,135,63,3485
NM_002999,71,64,2612
NM_003000,659,232,1145
NM_003001,896,126,2852
NM_003002,459,189,1395
NM_003003,93,41,5491
NM_003004,10,3,2282
NM_003005,1,0,3171
NM_003009,72,87,880
NM_003010,88,77,3840
NM_003011,1606,1034,2919
NM_003012,8,2,4467
NM_003015,1,1,1883
NM_003016,2402,521,2963
NM_003017,1861,428,3144
NM_003021,537,299,2315
NM_003022,158,57,2062
NM_003023,137,48,9209
NM_003024,136,72,6439
NM_003025,377,253,2540
NM_003026,3,6,2733
NM_003027,20,9,1804
NM_003028,204,55,6021
NM_003029,154,101,3169
NM_003030,21,6,3223
NM_003031,85,41,2003
NM_003032,31,32,4281
NM_003033,20,60,6971
NM_003034,213,1384,9714
NM_003035,20,16,5016
NM_003036,451,65,5707
NM_003038,198,66,4602
NM_003039,4,0,2438
NM_003040,839,439,4142
NM_003041,4,0,2273
NM_003042,2,2,4494
NM_003043,154,59,6538
NM_003044,1,0,3500
NM_003045,1253,182,7343
NM_003046,88,91,7564
NM_003047,127,11,4742
NM_003048,3,4,5460
NM_003051,1319,405,3909
NM_003052,1,0,2586
NM_003059,8,3,2192
NM_003060,44,24,3280
NM_003061,20,3,7931
NM_003062,11,2,9713
NM_003068,234,69,2109
NM_003069,395,93,4108
NM_003070,70,32,5879
NM_003071,340,114,5351
NM_003072,233,31,5694
NM_003073,626,249,1703
NM_003074,832,196,5757
NM_003075,298,133,5588
NM_003076,340,295,3429
NM_003078,78,77,1711
NM_003079,557,115,2421
NM_003080,46,23,1680
NM_003082,49,23,2656
NM_003083,76,22,1550
NM_003085,43,7,1293
NM_003086,189,37,4650
NM_003087,5,2,826
NM_003088,670,177,2796
NM_003089,913,145,1991
NM_003090,403,124,1059
NM_003091,4246,984,1153
NM_003092,256,66,1681
NM_003093,1389,183,1217
NM_003094,342,78,1574
NM_003095,301,61,793
NM_003096,520,136,579
NM_003097,1,0,1326
NM_003098,117,99,2340
NM_003099,194,77,8315
NM_003100,341,102,6559
NM_003101,385,89,6922
NM_003102,1,0,1529
NM_003104,217,164,2813
NM_003105,53,23,10973
NM_003106,47,14,2512
NM_003107,973,255,4878
NM_003108,4,0,8719
NM_003109,446,238,7594
NM_003110,97,5,3112
NM_003111,198,84,6359
NM_003112,79,36,5800
NM_003113,107,18,3670
NM_003114,28,16,3947
NM_003115,187,89,2327
NM_003116,22,7,1452
NM_003118,23,6,3590
NM_003119,193,61,3093
NM_003121,10,136,3530
NM_003122,2,0,610
NM_003123,26,29,6906
NM_003124,112,50,1459
NM_003127,555,182,7892
NM_003128,393,116,10221
NM_003129,628,219,2989
NM_003130,290,113,2016
NM_003131,196,137,4205
NM_003132,750,214,1273
NM_003133,1315,610,1496
NM_003134,745,208,1140
NM_003135,70,52,1479
NM_003136,247,58,2281
NM_003137,322,221,4362
NM_003139,318,201,3092
NM_003141,17,13,1929
NM_003142,683,95,1706
NM_003143,144,49,714
NM_003144,422,269,9776
NM_003145,606,368,1124
NM_003146,1501,705,2819
NM_003149,1,0,3083
NM_003150,231,53,4948
NM_003151,10,2,2826
NM_003152,95,37,4300
NM_003153,53,16,4018
NM_003155,3,3,3877
NM_003156,116,80,4038
NM_003157,119,66,3726
NM_003159,20,4,3431
NM_003160,3,0,1114
NM_003161,96,53,5354
NM_003162,102,78,14110
NM_003164,164,82,1834
NM_003165,168,24,3967
NM_003167,5,8,1987
NM_003168,179,137,1528
NM_003169,304,157,3776
NM_003170,159,36,5877
NM_003171,120,35,2512
NM_003172,76,61,1043
NM_003173,70,44,2736
NM_003174,31,14,6716
NM_003175,3,0,565
NM_003177,31,43,5123
NM_003178,30,3,3918
NM_003179,119,31,2433
NM_003180,1,0,1825
NM_003182,6,6,1188
NM_003183,121,31,3553
NM_003184,173,81,5020
NM_003185,221,17,4628
NM_003187,192,58,1225
NM_003188,181,78,5086
NM_003190,74,16,3758
NM_003192,101,41,1651
NM_003193,139,88,1966
NM_003194,127,35,1904
NM_003195,80,4,1723
NM_003196,1,1,1750
NM_003198,133,105,4943
NM_003199,74,9,8320
NM_003200,658,228,4451
NM_003201,204,116,5302
NM_003202,40,9,3277
NM_003203,99,66,4436
NM_003204,455,293,4874
NM_003205,86,29,4714
NM_003206,1,0,1269
NM_003211,225,92,3244
NM_003212,2,0,2163
NM_003213,239,58,1795
NM_003214,59,11,2991
NM_003215,5,4,3620
NM_003216,28,26,4396
NM_003217,1339,679,2884
NM_003218,143,70,2900
NM_003220,321,21,3300
NM_003222,56,14,2865
NM_003223,232,82,2140
NM_003224,5,4,2554
NM_003227,1,0,2888
NM_003234,397,304,5224
NM_003235,1,0,8453
NM_003236,9,0,4310
NM_003238,12,4,5870
NM_003239,22,10,3458
NM_003240,5,0,2187
NM_003241,2,0,2999
NM_003242,22,5,4628
NM_003243,134,88,6467
NM_003244,10,0,1605
NM_003246,1,0,7243
NM_003249,513,249,2550
NM_003250,93,12,2533
NM_003251,1,0,1180
NM_003252,337,106,3891
NM_003253,93,94,7198
NM_003254,690,150,916
NM_003255,209,43,3655
NM_003256,1,0,1633
NM_003257,116,28,7950
NM_003258,659,313,1595
NM_003259,68,30,3002
NM_003260,21,9,2705
NM_003262,128,94,6541
NM_003268,11,3,4267
NM_003270,259,136,3819
NM_003271,23,9,1412
NM_003272,79,5,2042
NM_003273,171,78,1601
NM_003274,129,77,6969
NM_003275,48,3,3338
NM_003276,614,150,3672
NM_003277,3,0,1702
NM_003280,7,1,696
NM_003283,40,16,1259
NM_003285,1,0,5190
NM_003286,422,15,3733
NM_003287,63,54,1370
NM_003288,26,27,2359
NM_003290,223,1411,2645
NM_003291,189,21,4710
NM_003292,437,118,9706
NM_003295,855,1926,4649
NM_003297,79,36,4068
NM_003298,83,63,8481
NM_003299,1809,286,2862
NM_003300,136,84,7637
NM_003302,500,78,1752
NM_003304,36,30,4068
NM_003305,14,4,3330
NM_003307,1,0,5876
NM_003309,1114,329,5259
NM_003310,109,76,1721
NM_003311,19,3,920
NM_003312,191,58,1137
NM_003313,107,49,1358
NM_003314,131,60,1482
NM_003315,277,85,2078
NM_003316,108,219,9007
NM_003317,55,18,2336
NM_003318,140,53,3010
NM_003319,1,0,82027
NM_003320,140,149,6415
NM_003321,1574,448,2071
NM_003323,3,2,1760
NM_003324,90,58,3106
NM_003325,230,96,4013
NM_003327,2,0,1104
NM_003329,1818,592,868
NM_003330,40,44,4197
NM_003331,323,47,4248
NM_003333,2697,1344,2789
NM_003334,3612,634,3599
NM_003335,1,0,3313
NM_003336,392,72,1878
NM_003337,115,33,2634
NM_003338,150,29,2655
NM_003339,295,72,2702
NM_003340,98,47,3961
NM_003341,242,176,1845
NM_003342,370,143,4208
NM_003343,259,249,3383
NM_003344,105,62,5161
NM_003345,591,219,2860
NM_003347,321,186,3028
NM_003348,369,124,2552
NM_003350,150,42,1524
NM_003352,226,128,1527
NM_003353,5,3,615
NM_003355,267,90,1646
NM_003358,86,39,4012
NM_003359,49,30,3195
NM_003360,63,20,2898
NM_003362,417,83,2148
NM_003363,128,46,4120
NM_003364,24,25,1714
NM_003365,1275,560,1617
NM_003366,567,234,2211
NM_003367,271,170,1709
NM_003368,537,186,3939
NM_003369,36,36,5166
NM_003370,226,68,2290
NM_003371,60,58,4734
NM_003372,62,44,1652
NM_003373,650,244,5282
NM_003374,993,358,1993
NM_003375,816,297,1767
NM_003376,13,5,3610
NM_003377,262,29,1805
NM_003378,10,0,2553
NM_003379,597,126,3149
NM_003380,3658,716,2136
NM_003382,4,0,3944
NM_003383,45,18,3636
NM_003384,162,54,1703
NM_003386,5,0,8668
NM_003387,104,52,4585
NM_003388,28,6,5563
NM_003389,26,26,5643
NM_003390,236,59,3358
NM_003392,155,74,6177
NM_003393,7,3,1996
NM_003394,32,16,2369
NM_003395,16,2,1240
NM_003396,1,0,1464
NM_003399,1,0,3333
NM_003400,1338,383,4830
NM_003401,25,6,1651
NM_003403,506,113,3159
NM_003404,568,5559,3223
NM_003405,529,159,1793
NM_003406,234,75,2993
NM_003407,25,0,1752
NM_003408,3,0,2906
NM_003409,66,35,3653
NM_003410,71,50,7604
NM_003411,4,2,5240
NM_003412,18,10,5231
NM_003413,191,22,3939
NM_003414,34,27,3268
NM_003415,2,2,5755
NM_003416,23,32,2252
NM_003417,76,57,12163
NM_003418,230,77,3378
NM_003419,1,0,3126
NM_003420,22,13,2649
NM_003421,17,34,6555
NM_003422,83,40,2603
NM_003423,4,4,5258
NM_003425,20,27,3903
NM_003426,156,115,3944
NM_003427,61,48,2676
NM_003428,24,6,7032
NM_003429,2,3,2331
NM_003430,3,5,5489
NM_003431,32,47,2587
NM_003432,24,61,3051
NM_003434,1,3,2895
NM_003435,15,13,2248
NM_003436,2,1,3395
NM_003437,6,5,3018
NM_003439,144,122,9427
NM_003440,2,2,3313
NM_003441,5,0,1642
NM_003442,81,20,2947
NM_003443,59,23,2751
NM_003445,1,5,2706
NM_003446,4,5,1695
NM_003447,6,6,2377
NM_003448,8,2,2409
NM_003449,70,32,3606
NM_003450,44,19,2484
NM_003452,1,3,3195
NM_003453,76,53,10262
NM_003454,19,8,3387
NM_003455,11,12,4445
NM_003456,94,81,2060
NM_003457,683,270,2275
NM_003458,133,10,15959
NM_003459,58,13,2093
NM_003461,686,36,2308
NM_003463,241,41,5089
NM_003467,49,22,1674
NM_003468,128,45,6564
NM_003469,1,0,2572
NM_003470,294,39,5412
NM_003472,577,238,2871
NM_003473,141,25,3880
NM_003474,4,0,8037
NM_003475,76,39,1537
NM_003477,152,55,2988
NM_003478,131,88,6387
NM_003480,1,2,2934
NM_003481,499,165,3115
NM_003482,879,83,19419
NM_003483,86,121,4140
NM_003484,65,27,1529
NM_003486,1715,149,4543
NM_003487,543,36,2182
NM_003488,421,151,3968
NM_003489,37,40,7556
NM_003490,9,3,3041
NM_003491,1159,225,1118
NM_003492,115,43,1667
NM_003493,124,39,481
NM_003495,2770,130,370
NM_003496,869,217,12590
NM_003498,20,50,3293
NM_003501,58,2,2874
NM_003502,265,32,3660
NM_003503,168,65,3219
NM_003504,320,106,1977
NM_003505,88,58,4350
NM_003506,37,20,3795
NM_003507,126,50,3851
NM_003508,61,35,2342
NM_003509,7551,2066,469
NM_003510,2482,526,460
NM_003511,3747,501,470
NM_003512,5554,1307,546
NM_003513,3016,449,477
NM_003514,7187,1147,487
NM_003516,39391,10076,534
NM_003517,15359,3644,437
NM_003518,88,20,445
NM_003519,2888,489,453
NM_003520,3121,516,449
NM_003521,503,52,446
NM_003522,2012,120,430
NM_003523,1643,218,435
NM_003524,398,37,425
NM_003525,728,52,437
NM_003526,5351,937,438
NM_003527,5713,997,467
NM_003528,12367,184,2223
NM_003529,4574,535,469
NM_003530,3905,811,921
NM_003531,1391,128,459
NM_003532,69,23,462
NM_003533,117,4,477
NM_003534,15,0,467
NM_003535,1686,418,478
NM_003536,8787,3200,473
NM_003537,15394,2992,472
NM_003538,1594,502,372
NM_003539,3516,1005,367
NM_003540,121,5,368
NM_003541,7207,2272,354
NM_003542,5785,1343,390
NM_003543,2260,449,374
NM_003544,3332,818,357
NM_003545,4989,995,377
NM_003546,113,14,364
NM_003547,66,4,367
NM_003548,37630,10171,396
NM_003549,25,11,1945
NM_003550,67,37,2738
NM_003551,1,0,1226
NM_003557,482,282,3768
NM_003558,12,2,2941
NM_003559,139,144,5732
NM_003560,35,29,3223
NM_003561,3,0,997
NM_003562,952,286,1812
NM_003563,43,23,3038
NM_003564,2390,648,1414
NM_003565,252,25,5222
NM_003566,47,26,8003
NM_003567,14,1,3185
NM_003569,44,49,4270
NM_003573,414,46,5033
NM_003574,449,111,6994
NM_003575,224,110,3744
NM_003576,132,45,4579
NM_003577,24,1,1157
NM_003579,316,138,3146
NM_003580,36,4,3569
NM_003581,116,20,2517
NM_003582,50,25,2167
NM_003583,100,59,6010
NM_003584,103,37,1639
NM_003585,2,1,1074
NM_003586,11,12,2066
NM_003587,182,45,3461
NM_003588,403,167,5349
NM_003589,130,52,3725
NM_003590,354,56,6790
NM_003591,78,42,4225
NM_003592,362,169,3209
NM_003594,299,112,4854
NM_003595,52,51,1894
NM_003596,29,24,2051
NM_003597,83,83,4030
NM_003598,39,13,2161
NM_003599,57,17,4324
NM_003600,63,20,2339
NM_003601,615,105,7926
NM_003604,4055,1898,3881
NM_003607,159,155,10506
NM_003608,12,3,4522
NM_003609,335,71,3048
NM_003610,219,56,1812
NM_003611,62,34,3651
NM_003612,7,9,3376
NM_003614,1,0,1157
NM_003615,60,24,7759
NM_003616,155,24,1359
NM_003617,3,0,5927
NM_003618,49,22,4362
NM_003619,32,16,4573
NM_003620,119,38,4777
NM_003621,28,1,3571
NM_003622,91,69,6077
NM_003624,210,115,3385
NM_003625,1,0,5654
NM_003626,174,96,5335
NM_003627,190,54,2534
NM_003628,63,37,4674
NM_003629,15,23,5675
NM_003630,84,29,2772
NM_003631,33,14,4297
NM_003632,59,16,5454
NM_003633,63,10,5520
NM_003634,315,179,2236
NM_003635,104,57,3996
NM_003636,7,2,4208
NM_003637,1,0,5269
NM_003638,49,23,6965
NM_003639,116,59,2103
NM_003640,255,136,6114
NM_003641,136,19,717
NM_003642,422,93,1670
NM_003643,8,2,2764
NM_003644,26,18,7773
NM_003645,68,20,2391
NM_003646,91,33,3651
NM_003647,31,38,7768
NM_003648,136,101,6229
NM_003651,1682,131,1974
NM_003653,456,260,1863
NM_003654,14,4,3940
NM_003655,265,101,2649
NM_003656,175,98,1492
NM_003657,3,3,3475
NM_003658,20,1,1767
NM_003659,225,95,7665
NM_003660,123,40,4742
NM_003661,12,8,2863
NM_003662,61,24,1560
NM_003663,298,168,4437
NM_003664,133,42,4037
NM_003665,3,0,1032
NM_003666,55,34,2316
NM_003667,32,12,4609
NM_003668,86,69,2285
NM_003670,111,21,3034
NM_003671,63,74,5472
NM_003672,24,10,4270
NM_003675,27,16,1705
NM_003676,738,189,2063
NM_003677,155,179,2722
NM_003678,209,161,2430
NM_003680,1458,333,3117
NM_003681,486,221,7381
NM_003682,17,0,6016
NM_003683,351,41,1807
NM_003684,93,49,2810
NM_003685,3319,375,3250
NM_003686,222,118,3192
NM_003687,84,13,2295
NM_003688,127,62,8296
NM_003689,461,144,2619
NM_003690,72,28,1826
NM_003692,86,36,2486
NM_003693,15,3,3485
NM_003695,1,0,802
NM_003702,25,3,1716
NM_003703,328,95,3032
NM_003704,16,7,4733
NM_003705,98,25,3998
NM_003706,3,0,2524
NM_003707,713,279,1768
NM_003709,28,18,8432
NM_003710,1,3,2426
NM_003711,64,9,1668
NM_003712,3,0,1314
NM_003713,85,39,3308
NM_003714,602,339,5343
NM_003715,257,81,4030
NM_003716,1,0,5482
NM_003717,2,2,592
NM_003718,221,64,6975
NM_003720,268,89,1140
NM_003721,283,139,1438
NM_003724,175,120,9127
NM_003725,35,25,1618
NM_003728,86,31,9878
NM_003729,128,55,2584
NM_003730,220,62,1250
NM_003731,199,154,941
NM_003732,2,4,691
NM_003733,1,0,2085
NM_003735,1,0,4774
NM_003736,2,2,4578
NM_003737,63,15,10759
NM_003738,6,2,3773
NM_003740,37,24,3783
NM_003741,6,3,3527
NM_003742,2,0,4775
NM_003743,48,67,6894
NM_003744,169,90,3611
